lesson_number,position_in_lesson,speaker,text,utterance_type,narrator_cue,core_lemmas
16,1,Male Speaker,Voilà.,VocabularyIntro,Do you remember the word the postman might use in handing you something?,
16,2,Male Speaker,C'est pour vous.,VocabularyIntro,"Say, ""It's for you.""",
16,3,Female Speaker,Qu'est-ce que c'est?,PromptedRecall,Ask what it is.,
16,4,Male Speaker,Je ne sais pas.,VocabularyIntro,"Say, ""I don't know.""",
16,5,Female Speaker,Je vous dois combien?,PromptedRecall,Ask him how much you owe.,
16,6,Male Speaker,Vous me devez dix francs.,VocabularyIntro,"Say, ""You owe me ten francs.""",
16,7,Female Speaker,Je n'ai pas de francs.,PromptedRecall,"Say, ""I have no francs.""",
16,8,Female Speaker,"En dollars, c'est combien?",PromptedRecall,"Ask, ""In dollars, it's how much?""",
16,9,Male Speaker,Donnez-moi des francs.,VocabularyIntro,"He says, ""Give me francs.""",
16,10,Female Speaker,Je n'en ai pas.,PromptedRecall,Tell him you haven't any.,
16,11,Female Speaker,Je peux vous donner des dollars.,VocabularyIntro,"Say, ""I can give you dollars.""",
16,12,Male Speaker,Je n'en veux pas.,PromptedRecall,"He says, I don't want any.",
16,13,Female Speaker,Pas de dollars.,PromptedRecall,"Say, ""No dollars.""",
16,14,Male Speaker,"Non, je ne peux pas.",PromptedRecall,"He says, ""No, I can't.""",
16,15,Female Speaker,Voilà dix-sept dollars.,VocabularyIntro,"Say, ""Here's seventeen dollars.""",
16,16,Male Speaker,C'est beaucoup.,VocabularyIntro,"""That's a lot.""",
16,17,Male Speaker,C'est beaucoup d'argent.,VocabularyIntro,"Tell me, ""It's a lot of money.""",
16,18,Male Speaker,"Dix-huit dollars, c'est beaucoup d'argent.",VocabularyIntro,"Say, ""Eighteen dollars, It's a lot of money.""",
16,19,Male Speaker,C'est trop.,VocabularyIntro,"He says, ""It's too much.""",
16,20,Male Speaker,C'est trop d'argent.,VocabularyIntro,"Try to say, ""It's too much money.""",
16,21,Female Speaker,Combien d'argent avez-vous?,PromptedRecall,Ask me how much money I have.,
16,22,Male Speaker,J'ai vingt dollars.,VocabularyIntro,"""I have twenty dollars.""",
16,23,Female Speaker,Vous avez vingt dollars.,VocabularyIntro,"Say, ""You have twenty dollars.""",
16,24,Male Speaker,J'ai vingt-cinq dollars.,VocabularyIntro,Tell me you have twenty-five dollars.,
16,25,Male Speaker,Vingt-huit.,VocabularyIntro,"Now say, ""The number twenty-eight.""",
16,26,Female Speaker,Vous avez trop d'argent.,VocabularyIntro,Tell me that I have too much money.,
16,27,Male Speaker,J'ai trente francs.,VocabularyIntro,Tell me you have thirty francs.,
16,28,Male Speaker,J'ai trente-neuf francs.,VocabularyIntro,Tell me you have thirty-nine francs.,
16,29,Male Speaker,"Non, vingt-neuf.",PromptedRecall,"Say, ""No, twenty-nine.""",
16,30,Male Speaker,C'est trop?,PromptedRecall,"Ask, ""Is it too much?""",
16,31,Female Speaker,"Non, mais ça suffit.",VocabularyIntro,"""No, but it's enough.""",
16,32,Female Speaker,Ça suffit.,VocabularyIntro,"Say, ""it's enough in French.""",
16,33,Female Speaker,Ça ne suffit pas.,PromptedRecall,"Say, ""It's not enough.""",
16,34,Female Speaker,"Trente-cinq, ça suffit.",VocabularyIntro,"Say, ""Thirty-five, that's enough.""",
16,35,Female Speaker,Donnez-moi quarante francs.,VocabularyIntro,"""Give me forty francs.""",
16,36,Male Speaker,Quarante dollars.,VocabularyIntro,"Say, ""Forty dollars.""",
16,37,Male Speaker,Quatorze dollars.,VocabularyIntro,And now say fourteen dollars.,
16,38,Female Speaker,Donnez-moi quarante-sept francs.,VocabularyIntro,"Say, ""Give me forty-seven francs.""",
16,39,Male Speaker,Quarante-six. Ça suffit.,VocabularyIntro,"Say, ""Forty-six, that's enough.""",
16,40,Female Speaker,Je voudrais quarante-huit francs.,VocabularyIntro,"Say, ""I would like forty-eight francs.""",
16,41,Male Speaker,"Non, trente-huit.",PromptedRecall,"Say, ""No thirty-eight.""",
16,42,Male Speaker,Combien de dollars voulez-vous?,PromptedRecall,"Ask, ""How many dollars do you want?""",
16,43,Female Speaker,Donnez-moi des dollars.,VocabularyIntro,"Say, ""Give me some dollars.""",
16,44,Male Speaker,Je n'ai pas de dollars.,PromptedRecall,"Say, ""I have no dollars.""",
16,45,Male Speaker,Je n'en ai pas.,PromptedRecall,"Say, ""I haven't any.""",
16,46,Female Speaker,Est-ce que vous avez de l'argent?,PromptedRecall,"Try to say, ""Do you have some money?""",
16,47,Female Speaker,Je voudrais de l'argent.,VocabularyIntro,"Say, ""I would like some money.""",
16,48,Male Speaker,Je n'ai pas d'argent.,PromptedRecall,"Answer, ""I have no money.""",
16,49,Female Speaker,Donnez-moi de l'argent.,VocabularyIntro,"Say, ""Give me some money.""",
16,50,Female Speaker,Vous en avez.,VocabularyIntro,"Say, ""You do have some.""",
16,51,Female Speaker,Vous en avez beaucoup.,VocabularyIntro,"Say, ""You have a lot.""",
16,52,Male Speaker,"D'accord, voilà vingt-cinq francs.",VocabularyIntro,"Say, ""Okay, here's twenty-five francs.""",
16,53,Female Speaker,"Merci, ça suffit.",VocabularyIntro,"Say, ""Thanks, that's enough.""",
16,54,Male Speaker,Deux et trois font cinq.,VocabularyIntro,Combien font deux et trois?,
16,55,Male Speaker,Cinq et trois font huit.,VocabularyIntro,Cinq et trois font combien?,
16,56,Male Speaker,Huit et cinq font treize.,VocabularyIntro,Huit et cinq font combien?,
16,57,Male Speaker,Onze et quatre font quinze.,VocabularyIntro,Onze et quatre font combien?,
16,58,Male Speaker,Treize et quatre font dix-sept.,VocabularyIntro,Treize et quatre font combien?,
16,59,Male Speaker,Seize et quatre font vingt.,VocabularyIntro,Seize et quatre font combien?,
16,60,Male Speaker,Vingt et six font vingt-six.,VocabularyIntro,Vingt et six font combien?,
16,61,Male Speaker,Vingt-huit et quatre font trente-deux.,VocabularyIntro,Vingt-huit et quatre font combien?,
16,62,Male Speaker,Trente-deux et deux font trente-quatre.,VocabularyIntro,Trente-deux et deux font combien?,
16,63,Male Speaker,Trente-quatre et douze font quarante-six.,VocabularyIntro,Trente-quatre et douze font combien?,
16,64,Male Speaker,Trente-trois et dix font quarante-trois.,VocabularyIntro,Trente-trois et dix font combien?,
16,65,Male Speaker,Vingt-cinq et onze font trente-six.,VocabularyIntro,Vingt-cinq et onze font combien?,
16,66,Male Speaker,Arrêtez! Ça suffit!,VocabularyIntro,"""Hey, stop! Stop! That's enough.""",
16,67,Female Speaker,"Oui, j'ai de l'argent.",VocabularyIntro,Répondez affirmativement.,
16,68,Female Speaker,"Oui, j'en ai beaucoup.",VocabularyIntro,Vous en avez beaucoup?,
16,69,Female Speaker,"Oui, j'ai des dollars.",VocabularyIntro,Vous avez des dollars?,
16,70,Female Speaker,"Oui, je voudrais bien.",VocabularyIntro,Est-ce que vous voudriez faire quelque chose maintenant?,
16,71,Female Speaker,"Oui, je veux bien.",VocabularyIntro,Est-ce que vous voudriez boire une bière avec moi?,
16,72,Female Speaker,"Oui, je peux.",VocabularyIntro,Est-ce que vous pouvez en acheter pour moi?,
16,73,Female Speaker,"Oui, je peux aussi en acheter.",VocabularyIntro,Est-ce que vous pouvez aussi acheter du vin?,
16,74,Female Speaker,"Oui, d'accord.",VocabularyIntro,"Alors, je vais avec vous, d'accord?",
